date,value
1979-03-25,244.75
1979-04-01,250.4
1979-04-08,251.6
1979-04-15,253.75
1979-04-22,253.55
1979-04-29,256.3
1979-05-06,263.55
1979-05-13,262.65
1979-05-20,258.8
1979-05-27,265.2
1979-06-03,267.875
1979-06-10,270.15
1979-06-17,280.55
1979-06-24,299.6
1979-07-01,303.3
1979-07-08,311.875
1979-07-15,313.05
1979-07-22,311.55
1979-07-29,297.25
1979-08-05,281.2
1979-08-12,279.55
1979-08-19,280.2
1979-08-26,282.85
1979-09-02,284.8
1979-09-09,273.9375
1979-09-16,276.5
1979-09-23,278.95
1979-09-30,280.45
1979-10-07,289.4
1979-10-14,282.25
1979-10-21,278.5
1979-10-28,270.6
1979-11-04,261.55
1979-11-11,262.0
1979-11-18,270.3
1979-11-25,274.0
1979-12-02,271.7
1979-12-09,270.35
1979-12-16,270.1
1979-12-23,279.7
1979-12-30,291.5
1980-01-06,286.625
1980-01-13,276.15
1980-01-20,272.25
1980-01-27,271.85
1980-02-03,274.55
1980-02-10,276.5
1980-02-17,274.35
1980-02-24,269.0
1980-03-02,265.75
1980-03-09,264.25
1980-03-16,261.6
1980-03-23,263.8
1980-03-30,262.75
1980-04-06,263.25
1980-04-13,271.35
1980-04-20,267.3
1980-04-27,268.3
1980-05-04,266.55
1980-05-11,273.45
1980-05-18,270.7
1980-05-25,276.3
1980-06-01,278.125
1980-06-08,274.45
1980-06-15,276.25
1980-06-22,280.3
1980-06-29,283.7
1980-07-06,290.9375
1980-07-13,298.2
1980-07-20,319.55
1980-07-27,321.5
1980-08-03,330.15
1980-08-10,339.65
1980-08-17,339.35
1980-08-24,340.3
1980-08-31,351.2
1980-09-07,359.4375
1980-09-14,353.5
1980-09-21,348.6
1980-09-28,352.25
1980-10-05,346.4
1980-10-12,351.7
1980-10-19,360.5
1980-10-26,366.2
1980-11-02,374.4
1980-11-09,377.8125
1980-11-16,376.4
1980-11-23,384.5
1980-11-30,387.375
1980-12-07,380.4
1980-12-14,356.1
1980-12-21,366.55
1980-12-28,379.6666666666667
1981-01-04,376.8125
1981-01-11,377.9
1981-01-18,375.75
1981-01-25,370.55
1981-02-01,360.05
1981-02-08,362.8
1981-02-15,360.9
1981-02-22,361.9375
1981-03-01,358.95
1981-03-08,349.8
1981-03-15,347.8
1981-03-22,352.25
1981-03-29,364.1
1981-04-05,362.8
1981-04-12,368.15
1981-04-19,364.375
1981-04-26,366.65
1981-05-03,359.7
1981-05-10,354.4
1981-05-17,343.05
1981-05-24,346.5
1981-05-31,348.375
1981-06-07,343.65
1981-06-14,345.8
1981-06-21,346.0
1981-06-28,336.3
1981-07-05,327.0625
1981-07-12,343.4
1981-07-19,346.3
1981-07-26,336.35
1981-08-02,337.3
1981-08-09,330.0
1981-08-16,315.6
1981-08-23,309.7
1981-08-30,292.55
1981-09-06,293.55
1981-09-13,281.0
1981-09-20,277.85
1981-09-27,285.8
1981-10-04,287.4
1981-10-11,294.0
1981-10-18,295.05
1981-10-25,288.45
1981-11-01,286.6
1981-11-08,286.6
1981-11-15,280.85
1981-11-22,274.75
1981-11-29,266.875
1981-12-06,264.55
1981-12-13,254.75
1981-12-20,249.1
1981-12-27,261.9375
1982-01-03,271.9375
1982-01-10,274.45
1982-01-17,271.95
1982-01-24,271.6
1982-01-31,272.9
1982-02-07,275.0
1982-02-14,270.6
1982-02-21,266.125
1982-02-28,259.7
1982-03-07,258.15
1982-03-14,256.7
1982-03-21,259.6
1982-03-28,269.9
1982-04-04,274.55
1982-04-11,279.6875
1982-04-18,280.1
1982-04-25,278.4
1982-05-02,276.3
1982-05-09,272.25
1982-05-16,270.45
1982-05-23,273.75
1982-05-30,276.5
1982-06-06,271.0
1982-06-13,275.0
1982-06-20,274.2
1982-06-27,273.7
1982-07-04,266.3
1982-07-11,262.6875
1982-07-18,268.25
1982-07-25,264.15
1982-08-01,248.5
1982-08-08,246.8
1982-08-15,233.25
1982-08-22,223.3
1982-08-29,230.35
1982-09-05,227.45
1982-09-12,217.1875
1982-09-19,222.75
1982-09-26,225.0
1982-10-03,223.35
1982-10-10,220.05
1982-10-17,223.1
1982-10-24,220.4
1982-10-31,215.85
1982-11-07,222.5625
1982-11-14,233.6
1982-11-21,235.65
1982-11-28,238.625
1982-12-05,232.8
1982-12-12,235.15
1982-12-19,233.55
1982-12-26,240.75
1983-01-02,245.1875
1983-01-09,244.9
1983-01-16,253.4
1983-01-23,256.15
1983-01-30,262.8
1983-02-06,268.3
1983-02-13,269.15
1983-02-20,277.9
1983-02-27,277.375
1983-03-06,277.05
1983-03-13,276.7
1983-03-20,282.8
1983-03-27,300.15
1983-04-03,311.9375
1983-04-10,312.95
1983-04-17,313.35
1983-04-24,309.4
1983-05-01,314.8
1983-05-08,317.7
1983-05-15,306.35
1983-05-22,307.05
1983-05-29,306.45
1983-06-05,305.3125
1983-06-12,306.9
1983-06-19,310.25
1983-06-26,315.55
1983-07-03,318.35
1983-07-10,324.6875
1983-07-17,330.5
1983-07-24,329.75
1983-07-31,320.4
1983-08-07,339.6
1983-08-14,352.65
1983-08-21,358.15
1983-08-28,361.05
1983-09-04,353.8
1983-09-11,365.5
1983-09-18,351.15
1983-09-25,355.05
1983-10-02,351.65
1983-10-09,350.45
1983-10-16,351.7
1983-10-23,343.75
1983-10-30,344.8
1983-11-06,349.45
1983-11-13,357.85
1983-11-20,352.75
1983-11-27,338.5
1983-12-04,340.5
1983-12-11,331.45
1983-12-18,326.75
1983-12-25,338.6
1984-01-01,339.875
1984-01-08,330.8125
1984-01-15,333.9
1984-01-22,327.05
1984-01-29,329.8
1984-02-05,329.75
1984-02-12,328.05
1984-02-19,318.7
1984-02-26,323.0625
1984-03-04,328.85
1984-03-11,340.35
1984-03-18,346.35
1984-03-25,351.45
1984-04-01,353.45
1984-04-08,359.05
1984-04-15,355.9
1984-04-22,354.125
1984-04-29,349.5
1984-05-06,344.8
1984-05-13,349.35
1984-05-20,350.3
1984-05-27,356.25
1984-06-03,351.5625
1984-06-10,347.6
1984-06-17,347.3
1984-06-24,351.75
1984-07-01,350.3
1984-07-08,346.6875
1984-07-15,349.5
1984-07-22,353.6
1984-07-29,295.7
1984-08-05,293.8
1984-08-12,296.1
1984-08-19,296.55
1984-08-26,297.85
1984-09-02,299.55
1984-09-09,298.0
1984-09-16,311.0
1984-09-23,299.2
1984-09-30,281.65
1984-10-07,279.55
1984-10-14,279.75
1984-10-21,279.75
1984-10-28,277.05
1984-11-04,275.15
1984-11-11,275.15
1984-11-18,276.3
1984-11-25,273.625
1984-12-02,266.15
1984-12-09,261.15
1984-12-16,255.4
1984-12-23,260.7
1984-12-30,267.0
1985-01-06,270.25
1985-01-13,269.4
1985-01-20,271.3
1985-01-27,271.45
1985-02-03,271.4
1985-02-10,272.85
1985-02-17,269.65
1985-02-24,266.375
1985-03-03,263.3
1985-03-10,267.6
1985-03-17,270.5
1985-03-24,277.1
1985-03-31,279.4
1985-04-07,283.0625
1985-04-14,282.35
1985-04-21,282.85
1985-04-28,284.05
1985-05-05,283.0
1985-05-12,282.1
1985-05-19,281.6
1985-05-26,277.9
1985-06-02,273.0625
1985-06-09,276.1
1985-06-16,277.6
1985-06-23,275.75
1985-06-30,272.45
1985-07-07,269.25
1985-07-14,271.45
1985-07-21,277.05
1985-07-28,248.8
1985-08-04,233.6
1985-08-11,227.45
1985-08-18,230.3
1985-08-25,232.2
1985-09-01,229.15
1985-09-08,226.625
1985-09-15,223.6
1985-09-22,227.65
1985-09-29,223.7
1985-10-06,224.8
1985-10-13,224.1
1985-10-20,220.4
1985-10-27,222.0
1985-11-03,228.15
1985-11-10,234.85
1985-11-17,238.45
1985-11-24,240.0
1985-12-01,240.875
1985-12-08,244.05
1985-12-15,245.3
1985-12-22,249.3
1985-12-29,249.0
1986-01-05,247.875
1986-01-12,248.3
1986-01-19,247.85
1986-01-26,246.9
1986-02-02,243.25
1986-02-09,243.1
1986-02-16,239.35
1986-02-23,239.1875
1986-03-02,234.05
1986-03-09,228.05
1986-03-16,233.5
1986-03-23,234.9
1986-03-30,232.8125
1986-04-06,235.05
1986-04-13,230.45
1986-04-20,226.85
1986-04-27,229.45
1986-05-04,233.9
1986-05-11,243.5
1986-05-18,252.6
1986-05-25,244.7
1986-06-01,236.875
1986-06-08,237.25
1986-06-15,233.7
1986-06-22,232.65
1986-06-29,228.65
1986-07-06,208.9375
1986-07-13,196.9
1986-07-20,211.95
1986-07-27,188.8
1986-08-03,168.85
1986-08-10,162.35
1986-08-17,165.2
1986-08-24,162.1
1986-08-31,154.45
1986-09-07,150.6875
1986-09-14,153.35
1986-09-21,160.65
1986-09-28,170.5
1986-10-05,175.3
1986-10-12,165.25
1986-10-19,164.3
1986-10-26,171.25
1986-11-02,174.1
1986-11-09,174.0
1986-11-16,171.9
1986-11-23,168.4
1986-11-30,166.5625
1986-12-07,165.6
1986-12-14,159.85
1986-12-21,152.9
1986-12-28,163.25
1987-01-04,159.625
1987-01-11,155.0
1987-01-18,158.45
1987-01-25,159.7
1987-02-01,156.95
1987-02-08,157.0
1987-02-15,148.45
1987-02-22,146.0625
1987-03-01,146.4
1987-03-08,152.15
1987-03-15,156.35
1987-03-22,160.9
1987-03-29,163.55
1987-04-05,160.75
1987-04-12,161.95
1987-04-19,169.3125
1987-04-26,174.25
1987-05-03,176.55
1987-05-10,183.15
1987-05-17,188.55
1987-05-24,185.35
1987-05-31,190.625
1987-06-07,188.25
1987-06-14,187.65
1987-06-21,196.4
1987-06-28,187.0
1987-07-05,176.0625
1987-07-12,169.75
1987-07-19,162.5
1987-07-26,162.1
1987-08-02,163.9
1987-08-09,156.0
1987-08-16,154.65
1987-08-23,158.15
1987-08-30,160.35
1987-09-06,157.58333333333334
1987-09-13,162.85
1987-09-20,173.4
1987-09-27,176.3
1987-10-04,182.1
1987-10-11,183.7
1987-10-18,185.4
1987-10-25,181.85
1987-11-01,180.75
1987-11-08,178.3
1987-11-15,181.3
1987-11-22,185.4
1987-11-29,188.375
1987-12-06,187.15
1987-12-13,186.7
1987-12-20,183.1
1987-12-27,186.9375
1988-01-03,186.0625
1988-01-10,190.25
1988-01-17,195.25
1988-01-24,199.65
1988-01-31,200.3
1988-02-07,199.75
1988-02-14,202.4
1988-02-21,200.3125
1988-02-28,198.8
1988-03-06,201.9
1988-03-13,199.15
1988-03-20,198.15
1988-03-27,205.0
1988-04-03,210.3125
1988-04-10,208.25
1988-04-17,205.15
1988-04-24,203.4
1988-05-01,200.75
1988-05-08,203.95
1988-05-15,197.95
1988-05-22,212.25
1988-05-29,215.75
1988-06-05,226.0625
1988-06-12,252.85
1988-06-19,282.5
1988-06-26,338.8
1988-07-03,333.6
1988-07-10,328.875
1988-07-17,319.45
1988-07-24,306.8
1988-07-31,281.95
1988-08-07,299.95
1988-08-14,296.2
1988-08-21,288.8
1988-08-28,278.55
1988-09-04,283.2
1988-09-11,290.375
1988-09-18,283.7
1988-09-25,279.8
1988-10-02,285.2
1988-10-09,294.05
1988-10-16,295.0
1988-10-23,289.55
1988-10-30,277.25
1988-11-06,282.8
1988-11-13,276.2
1988-11-20,263.85
1988-11-27,263.0
1988-12-04,258.25
1988-12-11,256.4
1988-12-18,267.2
1988-12-25,277.95
1989-01-01,284.0625
1989-01-08,285.0
1989-01-15,287.95
1989-01-22,270.4
1989-01-29,271.25
1989-02-05,272.8
1989-02-12,266.0
1989-02-19,268.95
1989-02-26,271.625
1989-03-05,273.6
1989-03-12,277.35
1989-03-19,277.95
1989-03-26,278.0625
1989-04-02,270.4
1989-04-09,263.3
1989-04-16,267.85
1989-04-23,274.65
1989-04-30,267.35
1989-05-07,275.95
1989-05-14,278.2
1989-05-21,277.25
1989-05-28,264.4
1989-06-04,261.1875
1989-06-11,257.65
1989-06-18,256.15
1989-06-25,265.75
1989-07-02,263.3
1989-07-09,277.125
1989-07-16,258.85
1989-07-23,247.4
1989-07-30,230.1
1989-08-06,220.65
1989-08-13,226.2
1989-08-20,233.5
1989-08-27,235.2
1989-09-03,232.65
1989-09-10,235.9375
1989-09-17,236.2
1989-09-24,232.8
1989-10-01,231.15
1989-10-08,240.6
1989-10-15,234.5
1989-10-22,239.75
1989-10-29,242.0
1989-11-05,239.3
1989-11-12,237.75
1989-11-19,239.65
1989-11-26,237.9375
1989-12-03,235.0
1989-12-10,235.1
1989-12-17,234.45
1989-12-24,236.85
1989-12-31,239.3125
1990-01-07,238.0625
1990-01-14,239.3
1990-01-21,242.3
1990-01-28,239.95
1990-02-04,238.1
1990-02-11,238.4
1990-02-18,242.15
1990-02-25,243.8125
1990-03-04,246.0
1990-03-11,243.55
1990-03-18,245.85
1990-03-25,254.25
1990-04-01,260.5
1990-04-08,267.55
1990-04-15,270.75
1990-04-22,274.85
1990-04-29,278.7
1990-05-06,285.1
1990-05-13,289.3
1990-05-20,285.5
1990-05-27,279.1
1990-06-03,279.375
1990-06-10,280.4
1990-06-17,288.45
1990-06-24,285.05
1990-07-01,290.1
1990-07-08,289.125
1990-07-15,279.75
1990-07-22,271.3
1990-07-29,262.45
1990-08-05,255.8
1990-08-12,252.2
1990-08-19,247.6
1990-08-26,254.9
1990-09-02,248.85
1990-09-09,241.4375
1990-09-16,237.25
1990-09-23,231.3
1990-09-30,228.05
1990-10-07,227.35
1990-10-14,233.35
1990-10-21,227.95
1990-10-28,230.65
1990-11-04,229.75
1990-11-11,231.05
1990-11-18,226.4
1990-11-25,223.0625
1990-12-02,222.05
1990-12-09,227.45
1990-12-16,225.45
1990-12-23,228.75
1990-12-30,233.5
1991-01-06,232.375
1991-01-13,232.65
1991-01-20,237.5
1991-01-27,240.0
1991-02-03,244.2
1991-02-10,241.85
1991-02-17,239.35
1991-02-24,238.9375
1991-03-03,241.0
1991-03-10,246.5
1991-03-17,248.05
1991-03-24,248.55
1991-03-31,251.75
1991-04-07,257.2
1991-04-14,257.35
1991-04-21,255.7
1991-04-28,255.2
1991-05-05,246.1
1991-05-12,242.95
1991-05-19,238.75
1991-05-26,246.9
1991-06-02,245.25
1991-06-09,246.6
1991-06-16,239.35
1991-06-23,238.2
1991-06-30,233.75
1991-07-07,232.375
1991-07-14,227.3
1991-07-21,239.7
1991-07-28,244.25
1991-08-04,258.6
1991-08-11,250.8
1991-08-18,248.35
1991-08-25,242.9
1991-09-01,250.45
1991-09-08,247.5
1991-09-15,248.0
1991-09-22,250.95
1991-09-29,247.25
1991-10-06,252.55
1991-10-13,249.85
1991-10-20,247.95
1991-10-27,252.3
1991-11-03,252.0
1991-11-10,247.5
1991-11-17,243.25
1991-11-24,241.1
1991-12-01,238.9375
1991-12-08,239.35
1991-12-15,242.15
1991-12-22,250.65
1991-12-29,254.5
1992-01-05,250.625
1992-01-12,251.65
1992-01-19,259.15
1992-01-26,261.25
1992-02-02,263.45
1992-02-09,266.65
1992-02-16,264.4
1992-02-23,264.0625
1992-03-01,262.8
1992-03-08,267.15
1992-03-15,268.05
1992-03-22,264.4
1992-03-29,270.9
1992-04-05,262.05
1992-04-12,255.85
1992-04-19,253.375
1992-04-26,252.9
1992-05-03,245.85
1992-05-10,254.1
1992-05-17,255.7
1992-05-24,253.75
1992-05-31,257.9375
1992-06-07,261.2
1992-06-14,262.45
1992-06-21,249.95
1992-06-28,251.3
1992-07-05,250.25
1992-07-12,243.5
1992-07-19,232.6
1992-07-26,223.6
1992-08-02,222.25
1992-08-09,216.9
1992-08-16,216.45
1992-08-23,220.85
1992-08-30,222.7
1992-09-06,222.8
1992-09-13,226.25
1992-09-20,224.35
1992-09-27,215.05
1992-10-04,213.85
1992-10-11,209.8
1992-10-18,209.95
1992-10-25,208.4
1992-11-01,206.0
1992-11-08,208.9
1992-11-15,208.9
1992-11-22,214.6
1992-11-29,215.5
1992-12-06,211.2
1992-12-13,210.4
1992-12-20,212.5
1992-12-27,217.1875
1993-01-03,217.375
1993-01-10,217.45
1993-01-17,218.55
1993-01-24,218.65
1993-01-31,216.0
1993-02-07,212.75
1993-02-14,212.7
1993-02-21,212.5
1993-02-28,211.35
1993-03-07,213.75
1993-03-14,214.3
1993-03-21,217.65
1993-03-28,226.85
1993-04-04,230.3
1993-04-11,230.5625
1993-04-18,231.3
1993-04-25,227.85
1993-05-02,224.8
1993-05-09,228.0
1993-05-16,225.4
1993-05-23,225.0
1993-05-30,225.4
1993-06-06,219.25
1993-06-13,218.8
1993-06-20,214.4
1993-06-27,219.05
1993-07-04,224.4
1993-07-11,237.6875
1993-07-18,230.6
1993-07-25,239.5
1993-08-01,240.8
1993-08-08,240.5
1993-08-15,238.5
1993-08-22,237.1
1993-08-29,235.9
1993-09-05,228.7
1993-09-12,226.625
1993-09-19,233.85
1993-09-26,244.2
1993-10-03,243.55
1993-10-10,239.0
1993-10-17,247.15
1993-10-24,253.75
1993-10-31,255.65
1993-11-07,262.7
1993-11-14,270.25
1993-11-21,281.2
1993-11-28,279.4375
1993-12-05,282.35
1993-12-12,287.3
1993-12-19,287.15
1993-12-26,296.8425
1994-01-02,303.6075
1994-01-09,307.252
1994-01-16,306.924
1994-01-23,299.92600000000004
1994-01-30,296.97799999999995
1994-02-06,290.52799999999996
1994-02-13,294.416
1994-02-20,292.44
1994-02-27,286.9525
1994-03-06,282.214
1994-03-13,276.488
1994-03-20,279.6
1994-03-27,282.252
1994-04-03,282.61
1994-04-10,275.088
1994-04-17,267.63800000000003
1994-04-24,260.61199999999997
1994-05-01,262.97249999999997
1994-05-08,262.252
1994-05-15,258.238
1994-05-22,265.89
1994-05-29,268.12600000000003
1994-06-05,278.61
1994-06-12,269.928
1994-06-19,279.0
1994-06-26,261.64
1994-07-03,250.002
1994-07-10,239.20499999999998
1994-07-17,236.012
1994-07-24,225.964
1994-07-31,217.6
1994-08-07,216.6
1994-08-14,218.76399999999998
1994-08-21,219.72600000000003
1994-08-28,221.74
1994-09-04,220.612
1994-09-11,225.26749999999998
1994-09-18,220.76399999999998
1994-09-25,215.76399999999998
1994-10-02,215.60999999999999
1994-10-09,216.61399999999998
1994-10-16,215.17600000000002
1994-10-23,215.74
1994-10-30,216.564
1994-11-06,215.686
1994-11-13,218.01399999999998
1994-11-20,217.12399999999997
1994-11-27,213.7975
1994-12-04,213.29000000000002
1994-12-11,216.85
1994-12-18,218.09
1994-12-25,225.05
1995-01-01,232.0625
1995-01-08,229.9375
1995-01-15,233.15
1995-01-22,234.5
1995-01-29,232.95
1995-02-05,230.85
1995-02-12,234.3
1995-02-19,233.8
1995-02-26,232.875
1995-03-05,234.2
1995-03-12,237.8
1995-03-19,241.2
1995-03-26,243.1
1995-04-02,249.05
1995-04-09,251.15
1995-04-16,250.125
1995-04-23,245.15
1995-04-30,248.5
1995-05-07,251.4
1995-05-14,252.25
1995-05-21,252.45
1995-05-28,267.1
1995-06-04,268.5625
1995-06-11,268.45
1995-06-18,274.25
1995-06-25,280.95
1995-07-02,268.2
1995-07-09,276.625
1995-07-16,282.7
1995-07-23,294.7
1995-07-30,292.6
1995-08-06,279.7
1995-08-13,277.15
1995-08-20,281.4
1995-08-27,286.3
1995-09-03,293.05
1995-09-10,290.875
1995-09-17,292.05
1995-09-24,304.5
1995-10-01,308.25
1995-10-08,310.5
1995-10-15,319.95
1995-10-22,328.65
1995-10-29,329.2
1995-11-05,333.35
1995-11-12,330.3
1995-11-19,323.8
1995-11-26,325.8125
1995-12-03,328.05
1995-12-10,333.65
1995-12-17,338.5
1995-12-24,350.15
1995-12-31,364.1875
1996-01-07,370.6875
1996-01-14,361.95
1996-01-21,357.2
1996-01-28,358.2
1996-02-04,366.75
1996-02-11,361.65
1996-02-18,374.65
1996-02-25,378.125
1996-03-03,390.6
1996-03-10,387.65
1996-03-17,393.75
1996-03-24,393.2
1996-03-31,399.55
1996-04-07,420.375
1996-04-14,442.15
1996-04-21,453.4
1996-04-28,488.4
1996-05-05,474.4
1996-05-12,494.5
1996-05-19,513.3
1996-05-26,504.4
1996-06-02,473.75
1996-06-09,450.7
1996-06-16,472.2
1996-06-23,469.7
1996-06-30,482.35
1996-07-07,529.375
1996-07-14,538.4
1996-07-21,498.95
1996-07-28,379.4
1996-08-04,358.0
1996-08-11,351.0
1996-08-18,373.75
1996-08-25,365.1
1996-09-01,369.6
1996-09-08,362.5625
1996-09-15,363.15
1996-09-22,346.55
1996-09-29,309.05
1996-10-06,293.4
1996-10-13,291.35
1996-10-20,283.95
1996-10-27,278.9
1996-11-03,269.8
1996-11-10,262.45
1996-11-17,269.75
1996-11-24,269.25
1996-12-01,272.6875
1996-12-08,266.65
1996-12-15,267.15
1996-12-22,269.65
1996-12-29,266.1875
1997-01-05,257.875
1997-01-12,259.65
1997-01-19,271.7
1997-01-26,271.25
1997-02-02,273.75
1997-02-09,270.45
1997-02-16,273.35
1997-02-23,286.25
1997-03-02,293.55
1997-03-09,304.1
1997-03-16,305.25
1997-03-23,304.75
1997-03-30,303.6875
1997-04-06,305.35
1997-04-13,300.5
1997-04-20,300.2
1997-04-27,297.4
1997-05-04,294.1
1997-05-11,289.9
1997-05-18,287.25
1997-05-25,280.3
1997-06-01,268.4375
1997-06-08,274.2
1997-06-15,272.2
1997-06-22,267.2
1997-06-29,254.7
1997-07-06,245.4375
1997-07-13,246.55
1997-07-20,267.05
1997-07-27,253.75
1997-08-03,260.95
1997-08-10,256.15
1997-08-17,259.6
1997-08-24,266.25
1997-08-31,267.0
1997-09-07,269.0
1997-09-14,268.55
1997-09-21,262.75
1997-09-28,260.5
1997-10-05,258.95
1997-10-12,280.45
1997-10-19,287.15
1997-10-26,288.4
1997-11-02,282.5
1997-11-09,282.2
1997-11-16,274.35
1997-11-23,275.1
1997-11-30,271.9375
1997-12-07,270.45
1997-12-14,268.1
1997-12-21,257.9
1997-12-28,267.125
1998-01-04,265.4375
1998-01-11,261.95
1998-01-18,271.3
