DATE,PRCP,T_MIDRANGE,MONTH
1975-12-07,0.0,0.0,0.0
1975-12-14,0.0,0.0,0.0
1975-12-21,0.0,0.0,0.0
1975-12-28,0.0,0.0,0.0
1976-01-04,0.0,0.0,0.0
1976-01-11,0.0,0.0,0.0
1976-01-18,0.0,0.0,0.0
1976-01-25,0.0,0.0,0.0
1976-02-01,0.0,0.0,0.0
1976-02-08,0.0,0.0,0.0
1976-02-15,0.0,0.0,0.0
1976-02-22,0.0,0.0,0.0
1976-02-29,0.0,0.0,0.0
1976-03-07,0.0,0.0,0.0
1976-03-14,0.0,0.0,0.0
1976-03-21,0.0,0.0,0.0
1976-03-28,0.0,0.0,0.0
1976-04-04,0.49526635728159074,-0.26308634789475815,0.14285714285714285
1976-04-11,-1.2432946230914652,0.4819486772363818,0.14285714285714285
1976-04-18,-0.13905643519510005,1.8968540542486256,0.14285714285714285
1976-04-25,1.1541557723070317,0.5431939665512254,0.14285714285714285
1976-05-02,-1.2886720095493,-1.3260796458100397,0.2857142857142857
1976-05-09,-0.7406473526925758,-1.0208971530309592,0.2857142857142857
1976-05-16,0.542486240430582,0.05820308654478279,0.2857142857142857
1976-05-23,0.4776051603659355,0.4709128202232193,0.2857142857142857
1976-05-30,-0.10632456021588452,0.42532683783546654,0.2857142857142857
1976-06-06,-1.763057642667603,-0.16626793757349584,0.42857142857142855
1976-06-13,-1.2679457113004935,1.0558539719363422,0.42857142857142855
1976-06-20,-0.8937771524810749,-0.2724032400793326,0.42857142857142855
1976-06-27,-0.5517341769946363,0.22799861239081204,0.42857142857142855
1976-07-04,-0.9412136876626438,-0.781611870947792,0.5714285714285714
1976-07-11,-1.4854588641272528,0.7011505027485122,0.5714285714285714
1976-07-18,-0.7503499278608192,0.08834962500169441,0.5714285714285714
1976-07-25,-1.0968022971380587,0.4314624390041714,0.5714285714285714
1976-08-01,0.11686807315213281,0.32338000449558163,0.7142857142857143
1976-08-08,-1.3987035640861185,-0.4644571262362731,0.7142857142857143
1976-08-15,-1.1757142209513136,0.15425948968300207,0.7142857142857143
1976-08-22,-1.2116192846764093,0.3821894016217677,0.7142857142857143
1976-08-29,-1.3609087601649652,0.2405596700811906,0.7142857142857143
1976-09-05,-1.053679237116127,0.6783009640573994,0.8571428571428571
1976-09-12,-0.9465939593395257,0.44515128314293667,0.8571428571428571
1976-09-19,-0.16739108516508,-0.12345555060964702,0.8571428571428571
1976-09-26,-0.562346786141133,-1.187940437053438,0.8571428571428571
1976-10-03,-0.43540062522823775,1.0475727293689898,1.0
1976-10-10,0.31797579960008676,-0.5388890546444931,1.0
1976-10-17,-0.8303563262042908,-0.21143554756910607,1.0
1976-10-24,0.23356740417617738,-2.264892662608273,1.0
1976-10-31,-0.6268942984287482,-1.8695821588488266,1.0
1976-11-07,0.0,0.0,0.0
1976-11-14,0.0,0.0,0.0
1976-11-21,0.0,0.0,0.0
1976-11-28,0.0,0.0,0.0
1976-12-05,0.0,0.0,0.0
1976-12-12,0.0,0.0,0.0
1976-12-19,0.0,0.0,0.0
1976-12-26,0.0,0.0,0.0
1977-01-02,0.0,0.0,0.0
1977-01-09,0.0,0.0,0.0
1977-01-16,0.0,0.0,0.0
1977-01-23,0.0,0.0,0.0
1977-01-30,0.0,0.0,0.0
1977-02-06,0.0,0.0,0.0
1977-02-13,0.0,0.0,0.0
1977-02-20,0.0,0.0,0.0
1977-02-27,0.0,0.0,0.0
1977-03-06,0.0,0.0,0.0
1977-03-13,0.0,0.0,0.0
1977-03-20,0.0,0.0,0.0
1977-03-27,0.0,0.0,0.0
1977-04-03,2.214300022295385,-0.511895335736311,0.14285714285714285
1977-04-10,-0.8886533796313092,-0.32920342158691884,0.14285714285714285
1977-04-17,-0.08866336330022886,2.4411019661146245,0.14285714285714285
1977-04-24,0.6275481710056278,1.6048949762079783,0.14285714285714285
1977-05-01,-1.305049757915133,-0.314836402918357,0.2857142857142857
1977-05-08,1.1346048351953184,0.4121034230970341,0.2857142857142857
1977-05-15,-1.2634754736018643,0.9271206286991298,0.2857142857142857
1977-05-22,-0.5523032464854947,1.7215694668002002,0.2857142857142857
1977-05-29,-0.10632456021588452,1.9801220233963868,0.2857142857142857
1977-06-05,-1.773766170445263,0.16014161570675217,0.42857142857142855
1977-06-12,-0.5051205854918807,-0.254308040963584,0.42857142857142855
1977-06-19,0.8573820958656997,-0.005151068523650688,0.42857142857142855
1977-06-26,-1.4865256606444974,0.2819362251396793,0.42857142857142855
1977-07-03,2.4533896178556174,-0.1688109932009742,0.5714285714285714
1977-07-10,-0.2697260046634851,0.5097589736396255,0.5714285714285714
1977-07-17,0.9919905329043524,0.5435134796824654,0.5714285714285714
1977-07-24,0.24680298225894456,0.5790079087172041,0.5714285714285714
1977-07-31,-0.3283079507412728,-0.340715384800592,0.5714285714285714
1977-08-07,0.06710491465594723,-0.06323088430436931,0.7142857142857143
1977-08-14,0.6951285731457794,-0.2605381515857133,0.7142857142857143
1977-08-21,1.7810992724802537,-1.0424595441451117,0.7142857142857143
1977-08-28,-0.9457958304309638,-0.5451895530603844,0.7142857142857143
1977-09-04,-0.059045980591106814,0.4270560840271881,0.8571428571428571
1977-09-11,-0.5396699037884409,0.32857644268570574,0.8571428571428571
1977-09-18,2.722021674607097,-0.1095361666744553,0.8571428571428571
1977-09-25,-0.0017238613106910676,-0.5253777617383093,0.8571428571428571
1977-10-02,0.9567079858675792,0.7465660517704676,1.0
1977-10-09,1.0574941296573213,-0.4939990414534992,1.0
1977-10-16,-0.11603453209449158,-0.8621667465393218,1.0
1977-10-23,-0.3812280729412513,-0.13661885891745032,1.0
1977-10-30,0.5201780005782575,0.11914982089169833,1.0
1977-11-06,0.0,0.0,0.0
1977-11-13,0.0,0.0,0.0
1977-11-20,0.0,0.0,0.0
1977-11-27,0.0,0.0,0.0
1977-12-04,0.0,0.0,0.0
1977-12-11,0.0,0.0,0.0
1977-12-18,0.0,0.0,0.0
1977-12-25,0.0,0.0,0.0
1978-01-01,0.0,0.0,0.0
1978-01-08,0.0,0.0,0.0
1978-01-15,0.0,0.0,0.0
1978-01-22,0.0,0.0,0.0
1978-01-29,0.0,0.0,0.0
1978-02-05,0.0,0.0,0.0
1978-02-12,0.0,0.0,0.0
1978-02-19,0.0,0.0,0.0
1978-02-26,0.0,0.0,0.0
1978-03-05,0.0,0.0,0.0
1978-03-12,0.0,0.0,0.0
1978-03-19,0.0,0.0,0.0
1978-03-26,0.0,0.0,0.0
1978-04-02,-1.2477040168822666,0.09464181923967063,0.14285714285714285
1978-04-09,-0.038900204804043687,0.5139632602873229,0.14285714285714285
1978-04-16,-0.6366880201569532,-0.1604308913727189,0.14285714285714285
1978-04-23,1.6864325941966092,-0.5299905348520604,0.14285714285714285
1978-04-30,-1.078887226034448,0.7321496034714541,0.14285714285714285
1978-05-07,-0.42632056674831653,-1.382801135345946,0.2857142857142857
1978-05-14,0.8612224201656425,-0.21879265376553353,0.2857142857142857
1978-05-21,-1.3705607513784657,0.31083990496851355,0.2857142857142857
1978-05-28,-0.23482689354780603,1.6871189915606002,0.2857142857142857
1978-06-04,-1.0581845495380922,-0.5177323819370883,0.42857142857142855
1978-06-11,-1.517391417180106,-0.1415610310885298,0.42857142857142855
1978-06-18,1.4009973589316227,0.2725406409834254,0.42857142857142855
1978-06-25,0.6551798948875287,0.16744929227272726,0.42857142857142855
1978-07-02,-0.4001180781914644,0.5536050330354787,0.5714285714285714
1978-07-09,3.0014142747123422,-0.021265523487941532,0.5714285714285714
1978-07-16,-1.2838865765477678,-0.36959810646611574,0.5714285714285714
1978-07-23,1.4940315116570069,0.06364271851672922,0.5714285714285714
1978-07-30,-1.2190054964831214,-0.24954342002508556,0.5714285714285714
1978-08-06,-1.2765003647410558,-0.6012150733995323,0.7142857142857143
1978-08-13,-1.5372845117970144,0.1065855997049696,0.7142857142857143
1978-08-20,0.1313560813219081,0.27257425313213174,0.7142857142857143
1978-08-27,1.7968471074474017,0.45596213647828315,0.7142857142857143
1978-09-03,-1.0643877648937874,0.8790880773225409,0.8571428571428571
1978-09-10,-1.192260184827023,1.6912841299409807,0.8571428571428571
1978-09-17,4.031611630475062,0.8679525701743873,0.8571428571428571
1978-09-24,0.3214217122151706,-0.34338181678567736,0.8571428571428571
1978-10-01,-0.7711444667278171,0.9525729340113058,1.0
1978-10-08,-0.19225405333548426,-0.09660063010377389,1.0
1978-10-15,-0.244536865426413,-0.101820399079471,1.0
1978-10-22,-0.49272274450865367,-0.05275457070792029,1.0
1978-10-29,-0.6602797085591005,-0.9032289291481376,1.0
1978-11-05,0.0,0.0,0.0
1978-11-12,0.0,0.0,0.0
1978-11-19,0.0,0.0,0.0
1978-11-26,0.0,0.0,0.0
1978-12-03,0.0,0.0,0.0
1978-12-10,0.0,0.0,0.0
1978-12-17,0.0,0.0,0.0
1978-12-24,0.0,0.0,0.0
1978-12-31,0.0,0.0,0.0
1979-01-07,0.0,0.0,0.0
1979-01-14,0.0,0.0,0.0
1979-01-21,0.0,0.0,0.0
1979-01-28,0.0,0.0,0.0
1979-02-04,0.0,0.0,0.0
1979-02-11,0.0,0.0,0.0
1979-02-18,0.0,0.0,0.0
1979-02-25,0.0,0.0,0.0
1979-03-04,0.0,0.0,0.0
1979-03-11,0.0,0.0,0.0
1979-03-18,0.0,0.0,0.0
1979-03-25,0.0,0.0,0.0
1979-04-01,-0.03008141722244142,-1.5207026864393351,0.14285714285714285
1979-04-08,-0.8439295283246111,-1.90209380626359,0.14285714285714285
1979-04-15,-0.16803245153465104,-0.747480908839432,0.14285714285714285
1979-04-22,-0.3639355185259629,0.869603519831473,0.14285714285714285
1979-04-29,0.07952351414890367,0.260978457265212,0.14285714285714285
1979-05-06,-0.5598622072697252,-1.3323433685808757,0.2857142857142857
1979-05-13,-0.14663901773178156,-0.11996502782567192,0.2857142857142857
1979-05-20,-0.4842725994274183,0.3254552581004655,0.2857142857142857
1979-05-27,-0.8496223706652346,-0.16729093320532346,0.2857142857142857
1979-06-03,-1.5652648354802334,-0.4742343071396135,0.42857142857142855
1979-06-10,0.5147092069805749,0.02059979175645392,0.42857142857142855
1979-06-17,-0.9844846818918429,0.34318151445452344,0.42857142857142855
1979-06-24,0.09140740306365688,-0.23203702666727602,0.42857142857142855
1979-07-01,-0.7484601876647615,-0.3782977214256103,0.5714285714285714
1979-07-08,-0.6224775079275834,-0.4103123044765515,0.5714285714285714
1979-07-15,0.5825468237585237,0.3047960451939255,0.5714285714285714
1979-07-22,-0.2338209409383894,-0.3156604937172467,0.5714285714285714
1979-07-29,0.2209765329128232,0.04032775042528269,0.5714285714285714
1979-08-05,2.7190403231235445,0.3299917118647974,0.7142857142857143
1979-08-12,1.5203151254242955,0.17270267339713075,0.7142857142857143
1979-08-19,3.3640716433778954,-0.6464530711889049,0.7142857142857143
1979-08-26,4.964681589438742,-0.20520860044332648,0.7142857142857143
1979-09-02,0.8845642906403562,1.205845615201168,0.8571428571428571
1979-09-09,-0.9321059511697505,0.5839971378964756,0.8571428571428571
1979-09-16,-0.556047652154274,-0.04272312378553483,0.8571428571428571
1979-09-23,-1.192260184827023,-0.6934543227557498,0.8571428571428571
1979-09-30,-1.0851749070504217,0.06863194769599985,0.8571428571428571
1979-10-07,-0.20296258111314427,-0.052058601511160096,1.0
1979-10-14,-0.765475246139644,-0.7546395056399653,1.0
1979-10-21,-0.04044492425218477,0.9487451034291282,1.0
1979-10-28,1.099698327369276,-1.1391624868496384,1.0
1979-11-04,0.0,0.0,0.0
1979-11-11,0.0,0.0,0.0
1979-11-18,0.0,0.0,0.0
1979-11-25,0.0,0.0,0.0
1979-12-02,0.0,0.0,0.0
1979-12-09,0.0,0.0,0.0
1979-12-16,0.0,0.0,0.0
1979-12-23,0.0,0.0,0.0
1979-12-30,0.0,0.0,0.0
1980-01-06,0.0,0.0,0.0
1980-01-13,0.0,0.0,0.0
1980-01-20,0.0,0.0,0.0
1980-01-27,0.0,0.0,0.0
1980-02-03,0.0,0.0,0.0
1980-02-10,0.0,0.0,0.0
1980-02-17,0.0,0.0,0.0
1980-02-24,0.0,0.0,0.0
1980-03-02,0.0,0.0,0.0
1980-03-09,0.0,0.0,0.0
1980-03-16,0.0,0.0,0.0
1980-03-23,0.0,0.0,0.0
1980-03-30,0.0,0.0,0.0
1980-04-06,0.11731831807005695,-0.525466735073123,0.14285714285714285
1980-04-13,-0.3091330528402905,-0.8278653510651645,0.14285714285714285
1980-04-20,-0.9724318616565325,0.3705936057548475,0.14285714285714285
1980-04-27,-1.2603022848559844,1.2148042414242288,0.14285714285714285
1980-05-04,-1.4020564213127602,0.0345401338549566,0.2857142857142857
1980-05-11,-0.9063145765469648,-0.5452022070457807,0.2857142857142857
1980-05-18,0.5909895721293956,-0.6161910651152589,0.2857142857142857
1980-05-25,-1.4165444294825356,0.87666286193406,0.2857142857142857
1980-06-01,3.596875466750635,0.2920277784926943,0.42857142857142855
1980-06-08,-0.1763057913778462,-0.01524262187666482,0.42857142857142855
1980-06-15,-0.5939383747065912,0.021295760953214112,0.42857142857142855
1980-06-22,-1.7359713665241097,-0.3948938187090208,0.42857142857142855
1980-06-29,-1.076452038099983,0.9705977453332932,0.42857142857142855
1980-07-06,-0.8070421337425493,-0.09747415053311594,0.5714285714285714
1980-07-13,-0.779955857599056,0.9951974883794381,0.5714285714285714
1980-07-20,0.27829865219323896,0.8720109405529914,0.5714285714285714
1980-07-27,-0.23949016152656225,-0.3956969513446004,0.5714285714285714
1980-08-03,-0.8147738435042987,0.44204275254309144,0.7142857142857143
1980-08-10,5.964984066551934,0.6828480946219093,0.7142857142857143
1980-08-17,2.664867770836557,-0.36736942328831024,0.7142857142857143
1980-08-24,-0.1514750346880565,0.31642031252798575,0.7142857142857143
1980-08-31,1.3017351760802918,0.3299917118647974,0.7142857142857143
1980-09-07,0.8234626909678248,0.8331541103364081,0.8571428571428571
1980-09-14,-0.9950972910383394,0.5464148012714573,0.8571428571428571
1980-09-21,1.5295956108947075,-0.22089123815598913,0.8571428571428571
1980-09-28,-0.7828164756811945,-1.0403949673404054,0.8571428571428571
1980-10-05,-0.8303563262042908,0.27365498257232723,1.0
1980-10-12,-0.8303563262042908,0.5353394005539328,1.0
1980-10-19,0.7633245724710107,-0.40595893806341105,1.0
1980-10-26,-0.24264712523035536,-0.9164523438865698,1.0
1980-11-02,0.0,0.0,0.0
1980-11-09,0.0,0.0,0.0
1980-11-16,0.0,0.0,0.0
1980-11-23,0.0,0.0,0.0
1980-11-30,0.0,0.0,0.0
1980-12-07,0.0,0.0,0.0
1980-12-14,0.0,0.0,0.0
1980-12-21,0.0,0.0,0.0
1980-12-28,0.0,0.0,0.0
1981-01-04,0.0,0.0,0.0
1981-01-11,0.0,0.0,0.0
1981-01-18,0.0,0.0,0.0
1981-01-25,0.0,0.0,0.0
1981-02-01,0.0,0.0,0.0
1981-02-08,0.0,0.0,0.0
1981-02-15,0.0,0.0,0.0
1981-02-22,0.0,0.0,0.0
1981-03-01,0.0,0.0,0.0
1981-03-08,0.0,0.0,0.0
1981-03-15,0.0,0.0,0.0
1981-03-22,0.0,0.0,0.0
1981-03-29,0.0,0.0,0.0
1981-04-05,-0.22724431101112494,0.6889995132723598,0.14285714285714285
1981-04-12,0.010862953692141679,0.6841277288950428,0.14285714285714285
1981-04-19,-0.2940151312718292,0.70535478939621,0.14285714285714285
1981-04-26,-0.40739954303528936,0.5010878301472707,0.14285714285714285
1981-05-03,-0.41750177916671405,0.051243394577187365,0.2857142857142857
1981-05-10,-0.42947013374174614,-0.8079305788225256,0.2857142857142857
1981-05-17,-0.5031700013879952,-0.7400735821384657,0.2857142857142857
1981-05-24,0.5758716505609345,0.1820856035679897,0.2857142857142857
1981-05-31,-0.9718255700102975,0.87666286193406,0.2857142857142857
1981-06-07,-1.2950319874439866,0.11629555631089726,0.42857142857142855
1981-06-14,1.7764257445484128,0.3118629006003425,0.42857142857142855
1981-06-21,-1.070152904113124,-0.09980287928295548,0.42857142857142855
1981-06-28,2.009493702062192,0.1573577389197131,0.42857142857142855
1981-07-05,2.1151261227612945,-0.07589910543356902,0.5714285714285714
1981-07-12,-0.7547593216516204,0.5313340187391716,0.5714285714285714
1981-07-19,0.9038026570883277,0.5922313234556364,0.5714285714285714
1981-07-26,-0.0473665749273661,-0.2714664497230134,0.5714285714285714
1981-08-02,0.23907127249719565,-0.4766365871795652,0.7142857142857143
1981-08-09,1.2664600257538818,0.28858154465760316,0.7142857142857143
1981-08-16,0.6756012577865167,-0.08793779078933536,0.7142857142857143
1981-08-23,-1.2456346082054472,-0.7435407741368678,0.7142857142857143
1981-08-30,0.3650539522343732,-0.050355454164317005,0.7142857142857143
1981-09-06,-0.19951666849806043,0.09925459235342148,0.8571428571428571
1981-09-13,-0.16739108516508,0.5039606802691219,0.8571428571428571
1981-09-20,-1.1336782387492352,-0.7491318584965172,0.8571428571428571
1981-09-27,0.6477168527344614,-0.5361652842880836,0.8571428571428571
1981-10-04,0.24238619175777984,0.29836188905729244,1.0
1981-10-11,-0.6016977624813127,-0.08998892273455812,1.0
1981-10-18,2.2618885479447433,0.19118263275631592,1.0
1981-10-25,-0.7062633866631705,-1.7342161500790867,1.0
1981-11-01,0.0,0.0,0.0
1981-11-08,0.0,0.0,0.0
1981-11-15,0.0,0.0,0.0
1981-11-22,0.0,0.0,0.0
1981-11-29,0.0,0.0,0.0
1981-12-06,0.0,0.0,0.0
1981-12-13,0.0,0.0,0.0
1981-12-20,0.0,0.0,0.0
1981-12-27,0.0,0.0,0.0
1982-01-03,0.0,0.0,0.0
1982-01-10,0.0,0.0,0.0
1982-01-17,0.0,0.0,0.0
1982-01-24,0.0,0.0,0.0
1982-01-31,0.0,0.0,0.0
1982-02-07,0.0,0.0,0.0
1982-02-14,0.0,0.0,0.0
1982-02-21,0.0,0.0,0.0
1982-02-28,0.0,0.0,0.0
1982-03-07,0.0,0.0,0.0
1982-03-14,0.0,0.0,0.0
1982-03-21,0.0,0.0,0.0
1982-03-28,0.0,0.0,0.0
1982-04-04,-0.5062959466289741,-0.3754853731714318,0.14285714285714285
1982-04-11,-0.34251846297064265,-2.829472760945742,0.14285714285714285
1982-04-18,0.3541657559759517,0.6211425165882999,0.14285714285714285
1982-04-25,-1.0253445871461473,0.2240920898369543,0.14285714285714285
1982-05-02,-1.471346895168208,-0.8663919913503307,0.2857142857142857
1982-05-09,-0.11892282818960226,0.44655389833663334,0.2857142857142857
1982-05-16,1.1805885132993887,1.2145559069608391,0.2857142857142857
1982-05-23,0.7831131587285922,0.4284586992208839,0.2857142857142857
1982-05-30,1.020590510033173,0.5502533086538128,0.2857142857142857
1982-06-06,0.05676216613593344,-1.3897817854768526,0.42857142857142855
1982-06-13,-1.613768167179047,-0.687200881348048,0.42857142857142855
1982-06-20,1.3191086171024566,-0.7268711255633443,0.42857142857142855
1982-06-27,-1.299441381234788,-0.2657915327101168,0.42857142857142855
1982-07-04,-0.7793259442003699,-0.30765684795451226,0.5714285714285714
1982-07-11,3.047397952816412,0.13219568439754842,0.5714285714285714
1982-07-18,0.135938224090228,0.27382541593812465,0.5714285714285714
1982-07-25,0.1296390901033691,0.2860048768814176,0.5714285714285714
1982-08-01,-0.13446737292353722,0.28858154465760233,0.7142857142857143
1982-08-08,0.21828413034056068,0.7632325368476423,0.7142857142857143
1982-08-15,-1.488781180098201,-0.8451522768637676,0.7142857142857143
1982-08-22,-1.3086259480740363,0.19914950287399466,0.7142857142857143
1982-08-29,0.25985841465382964,-0.8354087081091336,0.7142857142857143
1982-09-05,0.3957514932601056,0.4976969574982862,0.8571428571428571
1982-09-12,0.9450359769142016,0.6059201675944017,0.8571428571428571
1982-09-19,0.13433743280546143,-0.764443180825228,0.8571428571428571
1982-09-26,-1.1859610508401641,-1.4297897329273954,0.8571428571428571
1982-10-03,2.3633046051331714,1.4348795873657019,1.0
1982-10-10,0.551043757113866,0.9490930880275084,1.0
1982-10-17,-0.8196477984266306,-0.27128889849043114,1.0
1982-10-24,1.0404864678928023,-0.9460310347488522,1.0
1982-10-31,-0.446109153005898,-0.13731482811421009,1.0
1982-11-07,0.0,0.0,0.0
1982-11-14,0.0,0.0,0.0
1982-11-21,0.0,0.0,0.0
1982-11-28,0.0,0.0,0.0
1982-12-05,0.0,0.0,0.0
1982-12-12,0.0,0.0,0.0
1982-12-19,0.0,0.0,0.0
1982-12-26,0.0,0.0,0.0
1983-01-02,0.0,0.0,0.0
1983-01-09,0.0,0.0,0.0
1983-01-16,0.0,0.0,0.0
1983-01-23,0.0,0.0,0.0
1983-01-30,0.0,0.0,0.0
1983-02-06,0.0,0.0,0.0
1983-02-13,0.0,0.0,0.0
1983-02-20,0.0,0.0,0.0
1983-02-27,0.0,0.0,0.0
1983-03-06,0.0,0.0,0.0
1983-03-13,0.0,0.0,0.0
1983-03-20,0.0,0.0,0.0
1983-03-27,0.0,0.0,0.0
1983-04-03,0.23889160401643375,-1.4218750604994737,0.14285714285714285
1983-04-10,0.1154285778739994,-1.485556242002976,0.14285714285714285
1983-04-17,0.4108579618576816,-1.3554100022089328,0.14285714285714285
1983-04-24,-1.233216008712491,-0.4899723060383841,0.14285714285714285
1983-05-01,-1.2231610160859672,-0.4091402290792808,0.2857142857142857
1983-05-08,0.6212254152663184,-0.8152382553885011,0.2857142857142857
1983-05-15,-0.7992292987703634,-0.3750377384380608,0.2857142857142857
1983-05-22,-0.38978558962453513,-0.4178398440387759,0.2857142857142857
1983-05-29,0.008319678344947562,0.2722136145483567,0.2857142857142857
1983-06-05,-1.5847921508394962,-1.385953954894675,0.42857142857142855
1983-06-12,-1.5325093387485673,-0.12764164715333806,0.42857142857142855
1983-06-19,3.0721576056452884,-0.1485207230561265,0.42857142857142855
1983-06-26,0.5506142707056708,1.3091867595568325,0.42857142857142855
1983-07-03,4.280768387443385,0.004485336792163076,0.5714285714285714
1983-07-10,-0.8240497955070683,-0.10304190410719315,0.5714285714285714
1983-07-17,-1.4854588641272528,0.6534766127704806,0.5714285714285714
1983-07-24,0.2153073123246502,1.1260396973702418,0.5714285714285714
